idx,ix,iy,cx,cy,size,top_z
0,0,0,1.016029541,-0.272809759,0.2348158821,0.1432542466
1,1,0,1.433786086,-0.0002360815241,0.2289366611,0.1144378514
2,2,0,1.86004455,-0.2430121561,0.2380405295,0.1189358458
3,3,0,2.249046836,0.06340416843,0.2343513652,0.1573801012
4,4,0,2.530844629,-0.3316611514,0.2336576704,0.1810292386
5,5,0,2.84040047,-0.02451989873,0.2387329479,0.1793144656
6,6,0,3.219181552,-0.3238189617,0.2442147741,0.1704297892
7,7,0,3.551080559,-0.03497049339,0.2232479938,0.1830076641
8,8,0,3.919744124,-0.3598906952,0.2345960102,0.1990605108
9,0,1,0.9614432956,0.3894256883,0.2389809355,0.1446383987
10,1,1,1.253060009,0.3490657926,0.233191939,0.1288874131
11,2,1,1.531839191,0.3171215511,0.2269167611,0.1130900796
12,3,1,1.82819563,0.03083505744,0.2245501822,0.1157457505
13,4,1,2.185949885,0.3608674608,0.2425680063,0.1513910578
14,5,1,2.534272622,-0.01379396848,0.2418503215,0.1810102494
15,6,1,2.834012872,0.2454285774,0.2261598282,0.1793498494
16,7,1,3.242650851,0.01864255639,0.2406831741,0.1713187737
17,8,1,3.595701939,0.2599064183,0.2278424906,0.1849456544
18,9,1,4.028311224,-0.01991962986,0.237685253,0.2040017577
19,-1,2,0.8860697359,0.1423723367,0.1166666667,0.3416758932
20,-1,2,1.015774962,-0.0818958369,0.1166666667,0.5056263169
21,-1,2,1.1294,0.1411618704,0.1166666667,0.5137735464
22,-1,2,1.225774962,-0.1418958369,0.1166666667,0.5089373822
23,-1,2,1.483352245,-0.1839632467,0.1166666667,0.3296877431
24,-1,2,1.627282939,0.1211591333,0.1166666667,0.347282261
25,-1,2,1.645774962,-0.1418958369,0.1166666667,0.3407484857
26,-1,2,1.846069736,0.2323723367,0.1166666667,0.5461621644
27,-1,2,2.065774962,-0.1418958369,0.1166666667,0.3787185436
28,-1,2,2.056069736,0.1423723367,0.1166666667,0.55
29,-1,2,2.335774962,-0.1418958369,0.1166666667,0.5345336833
30,-1,2,2.526973593,0.1835882773,0.1166666667,0.3664581661
31,-1,2,2.780627776,-0.2267486506,0.1166666667,0.3646034403
32,-1,2,2.935774962,-0.2318958369,0.1166666667,0.5315272054
33,-1,2,3.0494,0.1411618704,0.1166666667,0.5337947011
34,-1,2,3.036073024,-0.05668402606,0.1166666667,0.5486082132
35,-1,2,3.415774962,-0.2318958369,0.1166666667,0.3996042049
36,-1,2,3.600925838,-0.2315368398,0.1166666667,0.4025468365
37,-1,2,3.796069736,0.1423723367,0.1166666667,0.55
38,-1,2,3.835774962,-0.1418958369,0.1166666667,0.4011735558
39,-1,2,4.135774962,-0.2318958369,0.1166666667,0.3981644206
40,-1,2,4.182430126,0.206011947,0.1166666667,0.3914445144
41,-1,3,2.617842394,-0.720849575,0.1995701328,0.162334677
42,-1,3,2.093233035,0.8344873206,0.1971787289,0.103679403
43,-1,3,1.012025147,-0.5395084049,0.1951608037,0.1432869943
44,-1,3,2.890550607,0.5278634149,0.2280141563,0.1778863075
45,-1,3,3.896878435,0.4218811702,0.2104540922,0.1712383849
46,-1,3,3.383176934,-0.7907916798,0.2090367984,0.2123553812
47,-1,3,1.106288016,0.8861483509,0.1973510625,0.1568283532
48,-1,3,1.674702991,-0.6625591904,0.2252783566,0.08584647484
49,-1,3,4.059999239,-0.6398925759,0.1882053069,0.1932895949
