idx,ix,iy,cx,cy,size,top_z
0,0,0,1.085012012,0.005210054386,0.1445058868,0.1754317619
1,1,0,1.437947717,-0.3505285376,0.1487618563,0.196102283
2,2,0,1.735438379,-0.01027644821,0.150894605,0.2169761768
3,3,0,2.138718944,-0.2442324171,0.1434738328,0.2572632408
4,4,0,2.430830416,0.01700277107,0.1430917633,0.2565014368
5,5,0,2.765748739,-0.2460117093,0.1527388635,0.2405751006
6,6,0,3.19890953,-0.02417018857,0.1513264868,0.2561470448
7,7,0,3.500321486,-0.3853855877,0.1564507926,0.2456445206
8,8,0,3.974863179,-0.223189588,0.1571170565,0.2428861525
9,0,1,1.043723261,0.2573452309,0.1439800981,0.1722974095
10,1,1,1.40883786,-0.01816344627,0.1453615786,0.1944197883
11,2,1,1.818288532,0.2429466699,0.1426823572,0.2234687754
12,3,1,2.213858742,-0.01792035817,0.1446728165,0.2580092345
13,4,1,2.512309892,0.3722510029,0.1488504658,0.2553052911
14,5,1,2.898395987,0.03606255116,0.1541268236,0.2385174541
15,6,1,3.200732457,0.3774738156,0.1555304693,0.2561852464
16,7,1,3.485911206,0.01979858495,0.1539602965,0.2461515312
17,8,1,3.933707583,0.2666323051,0.1443562466,0.2429777748
18,-1,2,0.7969881657,-0.1631090403,0.09,0.3819893412
19,-1,2,0.8860697359,0.1423723367,0.09,0.55
20,-1,2,1.015774962,-0.1418958369,0.09,0.404142905
21,-1,2,1.186069736,0.1423723367,0.09,0.4085138535
22,-1,2,1.255774962,-0.1418958369,0.09,0.4173968626
23,-1,2,1.366069736,0.1423723367,0.09,0.4126928042
24,-1,2,1.440925838,-0.1715368398,0.09,0.55
25,-1,2,1.606069736,0.1423723367,0.09,0.4377341386
26,-1,2,1.680925838,-0.1415368398,0.09,0.4337477432
27,-1,2,1.888496143,0.09994592983,0.09,0.4495873657
28,-1,2,1.975774962,-0.1418958369,0.09,0.4471940328
29,-1,2,2.0894,0.1411618704,0.09,0.55
30,-1,2,2.279414573,-0.2055354472,0.09,0.02458171369
31,-1,2,2.308186797,0.1623750738,0.09,0.4543347644
32,-1,2,2.455774962,-0.1418958369,0.09,0.4493931679
33,-1,2,2.566069736,0.1423723367,0.09,0.02928360338
34,-1,2,2.619712634,-0.1627500432,0.09,0.55
35,-1,2,2.806069736,0.1723723367,0.09,0.05537000009
36,-1,2,2.910925838,-0.1415368398,0.09,0.04091909978
37,-1,2,3.046069736,0.1423723367,0.09,0.4351683102
38,-1,2,3.099712634,-0.1627500432,0.09,0.4428276344
39,-1,2,3.2894,0.1411618704,0.09,0.55
40,-1,2,3.360925838,-0.1415368398,0.09,0.06074784736
41,-1,2,3.547282939,0.1635855401,0.09,0.05015887739
42,-1,2,3.600925838,-0.1415368398,0.09,0.4377285244
43,-1,2,3.766069736,0.1423723367,0.09,0.450286775
44,-1,2,3.835774962,-0.1418958369,0.09,0.55
45,-1,2,4.027282939,0.1211591333,0.09,0.05365146038
46,-1,2,4.110925838,-0.1415368398,0.09,0.4225946025
47,-1,3,2.077264461,-0.9162232294,0.1355395628,0.2168812674
48,-1,3,2.243818742,0.3749677956,0.1384320384,0.2279589317
49,-1,3,3.20769029,-0.3968784561,0.1367233815,0.2681092766
50,-1,3,3.566387515,0.7756874883,0.140830365,0.2783397153
51,-1,3,0.9346528916,-0.4620873614,0.1330911158,0.1374968325
52,-1,3,3.907688594,-0.6931032741,0.1213931907,0.2264703928
53,-1,3,1.463350003,0.3460734872,0.1396563785,0.1717353241
54,-1,3,2.838296432,0.8605342814,0.149329677,0.2592120843
