idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9557708483,-0.003661367525,0.3577737435,0.1631062093
1,1,0,1.383524347,-0.2694579511,0.3606165154,0.1654937199
2,2,0,1.76540911,0.06047765109,0.3330946011,0.1966841091
3,3,0,2.045947336,-0.3413651298,0.3592155366,0.1958236653
4,4,0,2.357307405,0.02873667536,0.3333983024,0.2173009571
5,5,0,2.660443139,-0.3438289259,0.3566948385,0.2434539197
6,6,0,2.970166472,0.0430939512,0.3507646591,0.2567939096
7,7,0,3.350952352,-0.3005466356,0.3492462013,0.242495275
8,8,0,3.773274813,0.000419916111,0.3300660695,0.2444764085
9,9,0,3.992129374,-0.3695849612,0.345509732,0.2543430563
10,0,1,1.046032361,0.453357804,0.3496458817,0.1688552563
11,1,1,1.519304951,0.4333257869,0.3317409044,0.1711033784
12,2,1,1.945231276,0.4268268546,0.3398806497,0.1976483736
13,3,1,2.321671104,0.4067008332,0.3540848436,0.213284934
14,4,1,2.766774042,0.4143270058,0.3425188543,0.2501291352
15,5,1,3.208388722,0.440952811,0.3608253645,0.2586004962
16,6,1,3.600418424,0.4193284636,0.3594038117,0.2255341673
17,7,1,4.002810923,0.3696446469,0.3587639741,0.253876932
18,-1,2,1.255774962,0.0081041631,0.17,0.3918574913
19,-1,2,2.064856533,0.1211591333,0.17,0.4324657429
20,-1,2,2.6294,0.1411618704,0.17,0.55
21,-1,2,2.640925838,-0.0515368398,0.17,0.4450480898
22,-1,2,2.986991855,-0.247602857,0.17,0.02910570781
23,-1,2,3.360925838,-0.0215368398,0.17,0.4389831349
24,-1,3,0.9808517761,-0.4310839166,0.300417469,0.1920962324
25,-1,3,1.81232373,-0.7181555877,0.3245730231,0.2120691526
26,-1,3,2.669468769,0.833870086,0.2859903918,0.2561357482
27,-1,3,3.548451713,0.8031905538,0.301385326,0.1986497328
28,-1,3,2.477259976,-0.7211600258,0.3034856169,0.2132927807
29,-1,3,4.078346432,-0.8099668048,0.3025912061,0.2692320837
30,-1,3,3.152446385,-0.7504529731,0.3144414515,0.2698812866
31,-1,3,2.00963479,0.7851260447,0.3326228766,0.2125428156
32,-1,3,1.411470912,0.8058866235,0.2762586305,0.1623101673
