idx,ix,iy,cx,cy,size,top_z
0,0,0,1.096862883,0.07848703154,0.1981901092,0.1468249588
1,1,0,1.421260545,-0.2999128046,0.2013137638,0.1721842051
2,2,0,1.766848838,-0.000125583269,0.2010866766,0.2090742023
3,3,0,2.06471117,-0.2981159514,0.2150573617,0.2418679028
4,4,0,2.461641479,0.0302008702,0.2013507197,0.258959638
5,5,0,2.849051392,-0.2567951045,0.1999145302,0.2281926318
6,6,0,3.207056349,0.007462576443,0.2005336471,0.1963801211
7,7,0,3.555301388,-0.2918735778,0.2130717383,0.2086287559
8,8,0,3.919067692,0.02926489767,0.2098149195,0.2060305765
9,0,1,1.012164984,0.3760292459,0.2156952283,0.1476002487
10,1,1,1.351717314,0.0002710552494,0.2037923442,0.166688476
11,2,1,1.657391149,0.2536917092,0.2016335149,0.1971148806
12,3,1,2.016045671,0.01989474725,0.2109638104,0.2365048837
13,4,1,2.379755466,0.3906252505,0.197666112,0.2569383096
14,5,1,2.73504522,0.03720895022,0.1997634148,0.2385509268
15,6,1,3.025535227,0.3667286551,0.1967024236,0.212068213
16,7,1,3.385949951,0.3180874785,0.2027713382,0.2027773329
17,8,1,3.682127564,0.0408523736,0.2142450095,0.2082702607
18,9,1,4.039372558,0.287101731,0.2019834963,0.1957852435
19,-1,2,0.8057749623,-0.1418958369,0.1027777778,0.3660717778
20,-1,2,0.8894,0.1411618704,0.1027777778,0.5434483714
21,-1,2,1.234561759,-0.1631090403,0.1027777778,0.4085487529
22,-1,2,1.3694,0.1711618704,0.1027777778,0.4259180155
23,-1,2,1.525778652,-0.05668402606,0.1027777778,0.55
24,-1,2,1.542430126,0.07873272639,0.1027777778,0.4208446584
25,-1,2,1.756988166,-0.1631090403,0.1027777778,0.4488023224
26,-1,2,1.824856533,0.1635855401,0.1027777778,0.4567773849
27,-1,2,1.890922149,-0.2267486506,0.1027777778,0.4565051546
28,-1,2,2.086069736,0.2023723367,0.1027777778,0.55
29,-1,2,2.203352245,-0.09911043293,0.1027777778,0.4501771326
30,-1,2,2.296069736,0.1423723367,0.1027777778,0.4568143796
31,-1,2,2.400925838,-0.1415368398,0.1027777778,0.4523097295
32,-1,2,2.566069736,0.2023723367,0.1027777778,0.4551744683
33,-1,2,2.640925838,-0.1415368398,0.1027777778,0.55
34,-1,2,2.806069736,0.2023723367,0.1027777778,0.4381357877
35,-1,2,3.046069736,0.1723723367,0.1027777778,0.4426776408
36,-1,2,3.099712634,-0.1627500432,0.1027777778,0.4551610802
37,-1,2,3.376069736,0.1423723367,0.1027777778,0.55
38,-1,2,3.382139041,-0.1627500432,0.1027777778,0.4265225371
39,-1,2,3.745774962,-0.1418958369,0.1027777778,0.4063808138
40,-1,2,3.766069736,0.2323723367,0.1027777778,0.3882679548
41,-1,2,4.09092255,0.05751952296,0.1027777778,0.55
42,-1,3,1.629497721,0.852030465,0.1846682719,0.1536128345
43,-1,3,3.395861464,0.6518937897,0.17440262,0.2174564976
44,-1,3,2.538197104,-0.4626501851,0.1895098901,0.23785379
45,-1,3,0.871589075,-0.5205266127,0.184453394,0.1778319829
46,-1,3,4.001517745,-0.4682070188,0.2032280539,0.2136786628
47,-1,3,2.483381562,0.7534351925,0.2028530559,0.2207518873
48,-1,3,4.116287766,0.6899433232,0.1676995453,0.2133439154
49,-1,3,3.248344536,-0.3797900267,0.1850266614,0.189233924
50,-1,3,0.9475881044,0.8746341814,0.1721192438,0.1276091884
51,-1,3,1.81474245,-0.7279110038,0.1980072005,0.233663331
