idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9522222222,-0.6066666667,0.3666666667,0.1495127815
1,0,1,0.9522222222,-0.2022222222,0.3666666667,0.1507603772
2,0,2,0.9522222222,0.2022222222,0.3666666667,0.14465322
3,0,3,0.9522222222,0.6066666667,0.3666666667,0.1513070611
4,1,0,1.356666667,-0.6066666667,0.3666666667,0.151245508
5,1,1,1.356666667,-0.2022222222,0.3666666667,0.1512992666
6,1,2,1.356666667,0.2022222222,0.3666666667,0.1549305342
7,1,3,1.356666667,0.6066666667,0.3666666667,0.1520202255
8,2,0,1.761111111,-0.6066666667,0.3666666667,0.1484389767
9,2,1,1.761111111,-0.2022222222,0.3666666667,0.149300355
10,2,2,1.761111111,0.2022222222,0.3666666667,0.1521959022
11,2,3,1.761111111,0.6066666667,0.3666666667,0.1451136164
12,3,0,2.165555556,-0.6066666667,0.3666666667,0.1518529635
13,3,1,2.165555556,-0.2022222222,0.3666666667,0.1518959763
14,3,2,2.165555556,0.2022222222,0.3666666667,0.1467820285
15,3,3,2.165555556,0.6066666667,0.3666666667,0.1458769589
16,4,0,2.57,-0.6066666667,0.3666666667,0.1479492039
17,4,1,2.57,-0.2022222222,0.3666666667,0.1484856752
18,4,2,2.57,0.2022222222,0.3666666667,0.1507799641
19,4,3,2.57,0.6066666667,0.3666666667,0.1493177946
20,5,0,2.974444444,-0.6066666667,0.3666666667,0.155426376
21,5,1,2.974444444,-0.2022222222,0.3666666667,0.1455782757
22,5,2,2.974444444,0.2022222222,0.3666666667,0.1467652973
23,5,3,2.974444444,0.6066666667,0.3666666667,0.1462367724
24,6,0,3.378888889,-0.6066666667,0.3666666667,0.1517012036
25,6,1,3.378888889,-0.2022222222,0.3666666667,0.1472587956
26,6,2,3.378888889,0.2022222222,0.3666666667,0.1496256753
27,6,3,3.378888889,0.6066666667,0.3666666667,0.1471602844
28,7,0,3.783333333,-0.6066666667,0.3666666667,0.1462107732
29,7,1,3.783333333,-0.2022222222,0.3666666667,0.1456708349
30,7,2,3.783333333,0.2022222222,0.3666666667,0.1517369954
31,7,3,3.783333333,0.6066666667,0.3666666667,0.1459798106
