idx,ix,iy,cx,cy,size,top_z
0,0,0,1.049487717,-0.02151511673,0.1478443444,0.1447042011
1,1,0,1.305508832,-0.3078265021,0.1546488044,0.1303854765
2,2,0,1.525162222,0.01225851715,0.1437857393,0.1185287567
3,3,0,1.723754616,-0.3047212914,0.1507794323,0.112141618
4,4,0,1.938003377,0.02835307401,0.1549766874,0.1125102159
5,5,0,2.143926268,-0.3103262235,0.1471936521,0.1167193049
6,6,0,2.344107469,0.03196775578,0.1556854654,0.1310641542
7,7,0,2.533335938,-0.2927952864,0.1564429102,0.1456355831
8,8,0,2.738366887,0.04494946006,0.1534439518,0.165012141
9,9,0,2.96382513,-0.2633954445,0.1555694982,0.1840034676
10,10,0,3.163602537,-0.01381869918,0.1452358531,0.1988191509
11,11,0,3.352043765,-0.3595789007,0.1457905562,0.209961143
12,12,0,3.532932255,-0.02090058769,0.148812843,0.2200055611
13,13,0,3.782023774,-0.2635229908,0.1439446818,0.2330134869
14,14,0,3.98435009,0.04310522738,0.1439479467,0.2419134871
15,0,1,0.9096793757,0.3479684634,0.1565999969,0.1471764122
16,1,1,1.097501581,0.0009784265554,0.1521241026,0.1438551787
17,2,1,1.319648083,0.3134882683,0.154683945,0.1294617846
18,3,1,1.51281427,0.004004867696,0.157289319,0.1189258922
19,4,1,1.704055496,0.3549573859,0.1496382105,0.1127751821
20,5,1,1.914740104,0.0199109445,0.1492395964,0.1120347118
21,6,1,2.126935775,0.298404717,0.145976484,0.1163720172
22,7,1,2.350620259,0.01699685593,0.1459276368,0.1315412942
23,8,1,2.581962197,0.2674646088,0.1510258825,0.1502310334
24,9,1,2.802180826,-0.01643829825,0.1491279858,0.1710429109
25,10,1,2.987569834,0.3326235063,0.1451852517,0.1857643975
26,11,1,3.180539027,0.01266893908,0.149446996,0.2000751772
27,12,1,3.385197913,0.3472334627,0.1503191951,0.2118021343
28,13,1,3.57297804,0.006281028516,0.1465301614,0.2221476605
29,14,1,3.757180807,0.3581505964,0.1517638783,0.2317221936
30,15,1,3.950857849,0.01425369252,0.1554870097,0.240814496
31,-1,2,0.7957749623,-0.1418958369,0.09,0.3415560875
32,-1,2,4.193967228,0.1182008645,0.09,0.03794865608
33,-1,2,4.135774962,-0.1418958369,0.09,0.55
34,-1,2,3.7694,0.1411618704,0.09,0.4195105769
35,-1,2,3.360925838,-0.1415368398,0.09,0.55
36,-1,2,0.8894,0.1411618704,0.09,0.4955854967
37,-1,2,3.046069736,0.1423723367,0.09,0.4300708891
38,-1,2,2.640925838,-0.1415368398,0.09,0.55
39,-1,2,2.215774962,-0.1418958369,0.09,0.3618673428
40,-1,2,1.3694,0.1411618704,0.09,0.3287790436
41,-1,2,1.200925838,-0.1415368398,0.09,0.5012917056
42,-1,2,1.975774962,-0.1418958369,0.09,0.5111924307
43,-1,2,3.663428631,-0.1234182462,0.09,0.4363310787
44,-1,2,2.455774962,-0.1418958369,0.09,0.3986562261
45,-1,2,1.680925838,-0.1415368398,0.09,0.3346231441
46,-1,2,3.297053669,0.1596394611,0.09,0.4415747499
47,-1,2,3.909917098,-0.1560379725,0.09,0.4309692297
48,-1,2,1.440925838,-0.1415368398,0.09,0.4995177458
49,-1,2,2.0894,0.1411618704,0.09,0.5233349986
50,-1,2,1.6094,0.1411618704,0.09,0.3384323646
51,-1,2,0.9467837023,-0.1556789754,0.09,0.329394947
52,-1,2,2.825493066,-0.1644978457,0.09,0.4054130086
53,-1,2,1.126069736,0.1423723367,0.09,0.3295116256
54,-1,2,3.526069736,0.1423723367,0.09,0.4350565906
55,-1,2,1.838416067,0.1608499274,0.09,0.5051429655
56,-1,2,3.120925838,-0.1415368398,0.09,0.4164021369
57,-1,2,2.583542136,0.1270197348,0.09,0.3860181857
58,-1,3,2.696511916,0.4368696922,0.134117768,0.1845547283
59,-1,3,3.300847537,-0.5874634249,0.1473664916,0.2062010393
60,-1,3,1.449612838,0.8051844149,0.1282242723,0.1132577115
61,-1,3,4.13949481,-0.413766258,0.125053069,0.2436899409
62,-1,3,4.081289729,0.7455468681,0.1288401884,0.2380294095
63,-1,3,2.252980411,-0.6497032269,0.1371789569,0.1067700626
64,-1,3,1.525907936,-0.9011265677,0.1274582083,0.1320847257
65,-1,3,0.9729961548,-0.3049362897,0.1385308636,0.1369716191
