idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9366666667,-0.7466666667,0.3,0.1416251048
1,0,1,0.9366666667,-0.3733333333,0.3,0.1525385778
2,0,2,0.9366666667,0,0.3,0.1530680644
3,0,3,0.9366666667,0.3733333333,0.3,0.1524083969
4,0,4,0.9366666667,0.7466666667,0.3,0.1407693878
5,1,0,1.31,-0.7466666667,0.3,0.1650916337
6,1,1,1.31,-0.3733333333,0.3,0.1482375126
7,1,2,1.31,0,0.3,0.1615469557
8,1,3,1.31,0.3733333333,0.3,0.1566493092
9,1,4,1.31,0.7466666667,0.3,0.1432478984
10,2,0,1.683333333,-0.7466666667,0.3,0.1604599273
11,2,1,1.683333333,-0.3733333333,0.3,0.1465501914
12,2,2,1.683333333,0,0.3,0.1627034399
13,2,3,1.683333333,0.3733333333,0.3,0.1527090958
14,2,4,1.683333333,0.7466666667,0.3,0.1627245121
15,3,0,2.056666667,-0.7466666667,0.3,0.1564177197
16,3,1,2.056666667,-0.3733333333,0.3,0.157508476
17,3,2,2.056666667,0,0.3,0.1500441461
18,3,3,2.056666667,0.3733333333,0.3,0.1652027878
19,3,4,2.056666667,0.7466666667,0.3,0.1547996733
20,4,0,2.43,-0.7466666667,0.3,0.147461835
21,4,1,2.43,-0.3733333333,0.3,0.1535464405
22,4,2,2.43,0,0.3,0.1339731066
23,4,3,2.43,0.3733333333,0.3,0.1433858272
24,4,4,2.43,0.7466666667,0.3,0.1553391179
25,5,0,2.803333333,-0.7466666667,0.3,0.1430025869
26,5,1,2.803333333,-0.3733333333,0.3,0.1539338476
27,5,2,2.803333333,0,0.3,0.1476256234
28,5,3,2.803333333,0.3733333333,0.3,0.1378491355
29,5,4,2.803333333,0.7466666667,0.3,0.1432760775
30,6,0,3.176666667,-0.7466666667,0.3,0.1523321637
31,6,1,3.176666667,-0.3733333333,0.3,0.153029092
32,6,2,3.176666667,0,0.3,0.1524775083
33,6,3,3.176666667,0.3733333333,0.3,0.155106694
34,6,4,3.176666667,0.7466666667,0.3,0.155070109
35,7,0,3.55,-0.7466666667,0.3,0.1477139478
36,7,1,3.55,-0.3733333333,0.3,0.1632182199
37,7,2,3.55,0,0.3,0.1455853957
38,7,3,3.55,0.3733333333,0.3,0.1478621642
39,7,4,3.55,0.7466666667,0.3,0.1630641118
40,8,0,3.923333333,-0.7466666667,0.3,0.1602064663
41,8,1,3.923333333,-0.3733333333,0.3,0.1567962861
42,8,2,3.923333333,0,0.3,0.1366742296
43,8,3,3.923333333,0.3733333333,0.3,0.1639827538
44,8,4,3.923333333,0.7466666667,0.3,0.1571413767
