idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9211111111,-0.6844444444,0.2333333333,0.1712480375
1,0,1,0.9211111111,-0.3422222222,0.2333333333,0.1468861182
2,0,2,0.9211111111,0,0.2333333333,0.1334034631
3,0,3,0.9211111111,0.3422222222,0.2333333333,0.3684095575
4,0,4,0.9211111111,0.6844444444,0.2333333333,0.3696227949
5,1,0,1.263333333,-0.6844444444,0.2333333333,0.330393231
6,1,1,1.263333333,-0.3422222222,0.2333333333,0.3483287637
7,1,2,1.263333333,0,0.2333333333,0.1148433017
8,1,3,1.263333333,0.3422222222,0.2333333333,0.3329656421
9,1,4,1.263333333,0.6844444444,0.2333333333,0.09780381516
10,2,0,1.605555556,-0.6844444444,0.2333333333,0.1502886428
11,2,1,1.605555556,-0.3422222222,0.2333333333,0.1161947811
12,2,2,1.605555556,0,0.2333333333,0.132432191
13,2,3,1.605555556,0.3422222222,0.2333333333,0.3407808395
14,2,4,1.605555556,0.6844444444,0.2333333333,0.1413902098
15,3,0,1.947777778,-0.6844444444,0.2333333333,0.313062349
16,3,1,1.947777778,-0.3422222222,0.2333333333,0.1051934882
17,3,2,1.947777778,0,0.2333333333,0.1021771162
18,3,3,1.947777778,0.3422222222,0.2333333333,0.1258586164
19,3,4,1.947777778,0.6844444444,0.2333333333,0.1186749222
20,4,0,2.29,-0.6844444444,0.2333333333,0.1292415179
21,4,1,2.29,-0.3422222222,0.2333333333,0.1673337141
22,4,2,2.29,0,0.2333333333,0.1437642141
23,4,3,2.29,0.3422222222,0.2333333333,0.1242047313
24,4,4,2.29,0.6844444444,0.2333333333,0.3487872353
25,5,0,2.632222222,-0.6844444444,0.2333333333,0.4081978206
26,5,1,2.632222222,-0.3422222222,0.2333333333,0.2010867235
27,5,2,2.632222222,0,0.2333333333,0.1896171156
28,5,3,2.632222222,0.3422222222,0.2333333333,0.190618816
29,5,4,2.632222222,0.6844444444,0.2333333333,0.4122466064
30,6,0,2.974444444,-0.6844444444,0.2333333333,0.2124904169
31,6,1,2.974444444,-0.3422222222,0.2333333333,0.1949277836
32,6,2,2.974444444,0,0.2333333333,0.21982108
33,6,3,2.974444444,0.3422222222,0.2333333333,0.4361849426
34,6,4,2.974444444,0.6844444444,0.2333333333,0.2230656554
35,7,0,3.316666667,-0.6844444444,0.2333333333,0.4385825412
36,7,1,3.316666667,-0.3422222222,0.2333333333,0.4505065247
37,7,2,3.316666667,0,0.2333333333,0.2287181274
38,7,3,3.316666667,0.3422222222,0.2333333333,0.4409117176
39,7,4,3.316666667,0.6844444444,0.2333333333,0.4476396212
40,8,0,3.658888889,-0.6844444444,0.2333333333,0.2507172666
41,8,1,3.658888889,-0.3422222222,0.2333333333,0.2603279713
42,8,2,3.658888889,0,0.2333333333,0.2295089413
43,8,3,3.658888889,0.3422222222,0.2333333333,0.4636570036
44,8,4,3.658888889,0.6844444444,0.2333333333,0.4535476844
45,9,0,4.001111111,-0.6844444444,0.2333333333,0.2292611466
46,9,1,4.001111111,-0.3422222222,0.2333333333,0.4532727571
47,9,2,4.001111111,0,0.2333333333,0.2407602143
48,9,3,4.001111111,0.3422222222,0.2333333333,0.4633609224
49,9,4,4.001111111,0.6844444444,0.2333333333,0.02776784491
