cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,21,-1,2,2.1497,0.0787,0.3330,trap,0.0000,0,0
10,FL,2.8094,0.1412,stone,22,-1,2,2.8361,0.1424,0.3719,trap,0.2353,1,1
11,HR,2.4558,-0.1419,stone,4,4,0,2.2898,-0.3166,0.1250,path,0.0000,0,0
11,FR,2.8809,-0.1415,stone,6,6,0,2.8731,-0.2746,0.1628,path,0.0262,0,0
11,HL,2.5661,0.1424,stone,5,5,0,2.5721,0.0873,0.1366,path,-0.1964,1,1
11,FL,3.0494,0.1412,stone,7,7,0,3.1769,0.0883,0.1795,path,-0.1924,1,1
12,HR,2.6958,-0.1419,stone,6,6,0,2.8731,-0.2746,0.1628,path,0.0378,0,0
12,FR,3.1209,-0.1415,stone,23,-1,2,3.1421,-0.1628,0.5500,trap,0.3872,1,1
12,HL,2.8061,0.1424,stone,22,-1,2,2.8361,0.1424,0.3719,trap,0.2353,1,1
12,FL,3.2894,0.1412,stone,7,7,0,3.1769,0.0883,0.1795,path,0.0000,0,0
13,HR,2.9358,-0.1419,stone,6,6,0,2.8731,-0.2746,0.1628,path,0.0000,0,0
13,FR,3.3609,-0.1415,stone,24,-1,2,3.4670,-0.0355,0.4286,trap,-0.1214,1,0
13,HL,3.0461,0.1424,stone,7,7,0,3.1769,0.0883,0.1795,path,-0.1924,1,1
13,FL,3.5294,0.1412,stone,24,-1,2,3.4670,-0.0355,0.4286,trap,0.2491,1,1
14,HR,3.1758,-0.1419,stone,23,-1,2,3.1421,-0.1628,0.5500,trap,0.3872,1,1
14,FR,3.6009,-0.1415,stone,8,8,0,3.5258,-0.2793,0.2154,path,-0.2132,1,1
14,HL,3.2861,0.1424,stone,7,7,0,3.1769,0.0883,0.1795,path,0.0000,0,0
14,FL,3.7694,0.1412,stone,9,9,0,3.8894,-0.0217,0.2294,path,-0.1992,1,1
15,HR,3.4158,-0.1419,stone,24,-1,2,3.4670,-0.0355,0.4286,trap,-0.1214,1,0
15,FR,3.8409,-0.1415,stone,9,9,0,3.8894,-0.0217,0.2294,path,0.0140,0,0
15,HL,3.5261,0.1424,stone,24,-1,2,3.4670,-0.0355,0.4286,trap,0.2491,1,1
15,FL,4.0094,0.1412,stone,25,-1,2,4.1561,0.1424,0.0399,trap,-0.1895,1,1
16,HR,3.6558,-0.1419,stone,8,8,0,3.5258,-0.2793,0.2154,path,-0.2132,1,1
16,FR,4.0809,-0.1415,stone,9,9,0,3.8894,-0.0217,0.2294,path,0.0000,0,0
16,HL,3.7661,0.1424,stone,9,9,0,3.8894,-0.0217,0.2294,path,-0.1992,1,1
16,FL,4.2494,0.1412,stone,25,-1,2,4.1561,0.1424,0.0399,trap,0.0000,0,0
17,HR,3.8958,-0.1419,stone,9,9,0,3.8894,-0.0217,0.2294,path,0.0140,0,0
17,HL,4.0061,0.1424,stone,25,-1,2,4.1561,0.1424,0.0399,trap,-0.1895,1,1
18,HR,4.1358,-0.1419,stone,9,9,0,3.8894,-0.0217,0.2294,path,0.0000,0,0
18,HL,4.2461,0.1424,stone,25,-1,2,4.1561,0.1424,0.0399,trap,0.0000,0,0
