idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9288888889,-0.7155555556,0.2666666667,0.148128504
1,0,1,0.9288888889,-0.3577777778,0.2666666667,0.1248535691
2,0,2,0.9288888889,0,0.2666666667,0.1094589326
3,0,3,0.9288888889,0.3577777778,0.2666666667,0.3503049763
4,0,4,0.9288888889,0.7155555556,0.2666666667,0.3465031072
5,1,0,1.286666667,-0.7155555556,0.2666666667,0.1073160172
6,1,1,1.286666667,-0.3577777778,0.2666666667,0.3301807647
7,1,2,1.286666667,0,0.2666666667,0.1176910765
8,1,3,1.286666667,0.3577777778,0.2666666667,0.3192099441
9,1,4,1.286666667,0.7155555556,0.2666666667,0.1382489042
10,2,0,1.644444444,-0.7155555556,0.2666666667,0.09497616204
11,2,1,1.644444444,-0.3577777778,0.2666666667,0.08840798922
12,2,2,1.644444444,0,0.2666666667,0.1176606859
13,2,3,1.644444444,0.3577777778,0.2666666667,0.1143075533
14,2,4,1.644444444,0.7155555556,0.2666666667,0.1062359323
15,3,0,2.002222222,-0.7155555556,0.2666666667,0.08259345688
16,3,1,2.002222222,-0.3577777778,0.2666666667,0.3430935648
17,3,2,2.002222222,0,0.2666666667,0.1061341775
18,3,3,2.002222222,0.3577777778,0.2666666667,0.1468986825
19,3,4,2.002222222,0.7155555556,0.2666666667,0.3078834122
20,4,0,2.36,-0.7155555556,0.2666666667,0.1456035787
21,4,1,2.36,-0.3577777778,0.2666666667,0.1553354372
22,4,2,2.36,0,0.2666666667,0.1338533165
23,4,3,2.36,0.3577777778,0.2666666667,0.1464294541
24,4,4,2.36,0.7155555556,0.2666666667,0.3280514528
25,5,0,2.717777778,-0.7155555556,0.2666666667,0.1888218084
26,5,1,2.717777778,-0.3577777778,0.2666666667,0.3958302864
27,5,2,2.717777778,0,0.2666666667,0.1682442634
28,5,3,2.717777778,0.3577777778,0.2666666667,0.1847310335
29,5,4,2.717777778,0.7155555556,0.2666666667,0.3866774006
30,6,0,3.075555556,-0.7155555556,0.2666666667,0.212624423
31,6,1,3.075555556,-0.3577777778,0.2666666667,0.4116310655
32,6,2,3.075555556,0,0.2666666667,0.1981058255
33,6,3,3.075555556,0.3577777778,0.2666666667,0.1760962624
34,6,4,3.075555556,0.7155555556,0.2666666667,0.4198826849
35,7,0,3.433333333,-0.7155555556,0.2666666667,0.4005194566
36,7,1,3.433333333,-0.3577777778,0.2666666667,0.4168668586
37,7,2,3.433333333,0,0.2666666667,0.1875334094
38,7,3,3.433333333,0.3577777778,0.2666666667,0.1739215724
39,7,4,3.433333333,0.7155555556,0.2666666667,0.2058633231
40,8,0,3.791111111,-0.7155555556,0.2666666667,0.1783720732
41,8,1,3.791111111,-0.3577777778,0.2666666667,0.1932414365
42,8,2,3.791111111,0,0.2666666667,0.1861827356
43,8,3,3.791111111,0.3577777778,0.2666666667,0.1758029674
44,8,4,3.791111111,0.7155555556,0.2666666667,0.4033797328
