idx,ix,iy,cx,cy,size,top_z
0,0,0,1.078050131,0.03242812906,0.1737464165,0.1812635055
1,1,0,1.394090155,-0.2764929101,0.1865052538,0.2005789957
2,2,0,1.72750469,-0.02714381095,0.1812304496,0.1965321733
3,3,0,2.155720145,-0.2818936787,0.1795616299,0.231870535
4,4,0,2.560564531,0.03793807028,0.1761791729,0.1991286667
5,5,0,2.85996395,-0.3605202113,0.1743112178,0.16646095
6,6,0,3.215911652,-0.004983717664,0.1707531958,0.1319812629
7,7,0,3.531248221,-0.2862336559,0.1838859747,0.1045191414
8,8,0,3.928015767,-0.002696266891,0.1798427011,0.1143233293
9,0,1,1.094141498,0.2825229158,0.1693419241,0.1827970288
10,1,1,1.412174171,0.03025726517,0.1851835209,0.2016381018
11,2,1,1.770627018,0.3218820824,0.172546659,0.1953945041
12,3,1,2.119646751,-0.01527786975,0.1766599347,0.2290361754
13,4,1,2.451003348,0.2632361767,0.1837667962,0.2094772302
14,5,1,2.861660454,0.002744064937,0.1768172099,0.166295838
15,6,1,3.141956423,0.3001123694,0.1799065089,0.1390160658
16,7,1,3.424462314,-0.0259678113,0.1833546064,0.1138189431
17,8,1,3.770465384,0.3374423015,0.1749616165,0.1084642446
18,9,1,4.125664569,-0.03397944043,0.1738882751,0.1325365067
19,-1,2,0.8894,0.1411618704,0.09,0.3840685675
20,-1,2,0.9609258379,-0.1415368398,0.09,0.55
21,-1,2,1.276988166,-0.1206826335,0.09,0.3866209065
22,-1,2,1.408496143,0.1847987436,0.09,0.4234779511
23,-1,2,1.419712634,-0.1203236364,0.09,0.413673759
24,-1,2,1.680925838,-0.2015368398,0.09,0.55
25,-1,2,1.846069736,0.1423723367,0.09,0.4090816067
26,-1,2,1.920925838,-0.1415368398,0.09,0.4079559574
27,-1,2,2.086069736,0.1423723367,0.09,0.41838898
28,-1,2,2.279414573,-0.07825622659,0.09,0.55
29,-1,2,2.326069736,0.1123723367,0.09,0.4165640995
30,-1,2,2.608496143,0.1847987436,0.09,0.4098878992
31,-1,2,2.640925838,-0.1415368398,0.09,0.4231623292
32,-1,2,2.784856533,0.1635855401,0.09,0.429422996
33,-1,2,2.935774962,-0.1418958369,0.09,0.55
34,-1,2,3.046069736,0.1423723367,0.09,0.3921196096
35,-1,2,3.286069736,0.1423723367,0.09,0.389760073
36,-1,2,3.373348555,-0.1843222438,0.09,0.3480412137
37,-1,2,3.526069736,0.1423723367,0.09,0.5210708241
38,-1,2,3.600925838,-0.1115368398,0.09,0.5116887815
39,-1,2,3.766069736,0.1423723367,0.09,0.3158848516
40,-1,2,3.819712634,-0.1627500432,0.09,0.3319970626
41,-1,2,4.006069736,0.1423723367,0.09,0.4953910646
42,-1,2,4.038499431,-0.1839632467,0.09,0.3213864492
43,-1,2,4.1894,0.1411618704,0.09,0.4884304995
44,-1,3,1.230000875,-0.8776661693,0.1577386025,0.1788817865
45,-1,3,2.839116645,0.6909538069,0.1435435102,0.1710401232
46,-1,3,3.647744418,-0.4898542175,0.1622601066,0.07494050899
47,-1,3,1.387424808,0.5309560403,0.1578646263,0.2096604615
48,-1,3,2.541174329,-0.4909791448,0.1754388104,0.1861762142
49,-1,3,4.154991225,0.801919218,0.1737846554,0.1030542116
50,-1,3,2.136201997,0.6813357255,0.1633796858,0.2266432023
51,-1,3,3.129976551,-0.9108284654,0.1670844168,0.09097318382
52,-1,3,3.571202862,0.3117833322,0.147621846,0.1350393575
53,-1,3,1.888863116,-0.3255490045,0.1493362007,0.2098403796
