idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9522222222,-0.6066666667,0.3666666667,0.1572546888
1,0,1,0.9522222222,-0.2022222222,0.3666666667,0.1204603399
2,0,2,0.9522222222,0.2022222222,0.3666666667,0.1204603399
3,0,3,0.9522222222,0.6066666667,0.3666666667,0.1392985731
4,1,0,1.356666667,-0.6066666667,0.3666666667,0.1019965945
5,1,1,1.356666667,-0.2022222222,0.3666666667,0.1200260896
6,1,2,1.356666667,0.2022222222,0.3666666667,0.1200260896
7,1,3,1.356666667,0.6066666667,0.3666666667,0.1447580479
8,2,0,1.761111111,-0.6066666667,0.3666666667,0.1298075299
9,2,1,1.761111111,-0.2022222222,0.3666666667,0.1365915661
10,2,2,1.761111111,0.2022222222,0.3666666667,0.1365915661
11,2,3,1.761111111,0.6066666667,0.3666666667,0.1358258325
12,3,0,2.165555556,-0.6066666667,0.3666666667,0.1353392697
13,3,1,2.165555556,-0.2022222222,0.3666666667,0.1088841581
14,3,2,2.165555556,0.2022222222,0.3666666667,0.1088841581
15,3,3,2.165555556,0.6066666667,0.3666666667,0.138174013
16,4,0,2.57,-0.6066666667,0.3666666667,0.1265706299
17,4,1,2.57,-0.2022222222,0.3666666667,0.1286261187
18,4,2,2.57,0.2022222222,0.3666666667,0.1286261187
19,4,3,2.57,0.6066666667,0.3666666667,0.1221483254
20,5,0,2.974444444,-0.6066666667,0.3666666667,0.15151758
21,5,1,2.974444444,-0.2022222222,0.3666666667,0.1524728141
22,5,2,2.974444444,0.2022222222,0.3666666667,0.1524728141
23,5,3,2.974444444,0.6066666667,0.3666666667,0.1905442069
24,6,0,3.378888889,-0.6066666667,0.3666666667,0.1593272786
25,6,1,3.378888889,-0.2022222222,0.3666666667,0.1995696259
26,6,2,3.378888889,0.2022222222,0.3666666667,0.1995696259
27,6,3,3.378888889,0.6066666667,0.3666666667,0.1565792634
28,7,0,3.783333333,-0.6066666667,0.3666666667,0.1565247982
29,7,1,3.783333333,-0.2022222222,0.3666666667,0.1496151624
30,7,2,3.783333333,0.2022222222,0.3666666667,0.1496151624
31,7,3,3.783333333,0.6066666667,0.3666666667,0.1774586861
