idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9211111111,-0.6844444444,0.2333333333,0.1633083775
1,0,1,0.9211111111,-0.3422222222,0.2333333333,0.1494699338
2,0,2,0.9211111111,0,0.2333333333,0.1348563682
3,0,3,0.9211111111,0.3422222222,0.2333333333,0.1363531379
4,0,4,0.9211111111,0.6844444444,0.2333333333,0.1254460645
5,1,0,1.263333333,-0.6844444444,0.2333333333,0.1463564792
6,1,1,1.263333333,-0.3422222222,0.2333333333,0.1395442157
7,1,2,1.263333333,0,0.2333333333,0.1609079716
8,1,3,1.263333333,0.3422222222,0.2333333333,0.1432084355
9,1,4,1.263333333,0.6844444444,0.2333333333,0.1322002043
10,2,0,1.605555556,-0.6844444444,0.2333333333,0.1235932627
11,2,1,1.605555556,-0.3422222222,0.2333333333,0.1259583129
12,2,2,1.605555556,0,0.2333333333,0.1599662652
13,2,3,1.605555556,0.3422222222,0.2333333333,0.1474276025
14,2,4,1.605555556,0.6844444444,0.2333333333,0.1520321784
15,3,0,1.947777778,-0.6844444444,0.2333333333,0.1720372941
16,3,1,1.947777778,-0.3422222222,0.2333333333,0.1772410526
17,3,2,1.947777778,0,0.2333333333,0.1342720547
18,3,3,1.947777778,0.3422222222,0.2333333333,0.1590599002
19,3,4,1.947777778,0.6844444444,0.2333333333,0.1368512432
20,4,0,2.29,-0.6844444444,0.2333333333,0.1233695
21,4,1,2.29,-0.3422222222,0.2333333333,0.1643543697
22,4,2,2.29,0,0.2333333333,0.1400009528
23,4,3,2.29,0.3422222222,0.2333333333,0.1435257719
24,4,4,2.29,0.6844444444,0.2333333333,0.1549065063
25,5,0,2.632222222,-0.6844444444,0.2333333333,0.1683915808
26,5,1,2.632222222,-0.3422222222,0.2333333333,0.157165658
27,5,2,2.632222222,0,0.2333333333,0.1707028142
28,5,3,2.632222222,0.3422222222,0.2333333333,0.1374190019
29,5,4,2.632222222,0.6844444444,0.2333333333,0.1665581574
30,6,0,2.974444444,-0.6844444444,0.2333333333,0.1325353302
31,6,1,2.974444444,-0.3422222222,0.2333333333,0.1751550921
32,6,2,2.974444444,0,0.2333333333,0.1604160154
33,6,3,2.974444444,0.3422222222,0.2333333333,0.134194871
34,6,4,2.974444444,0.6844444444,0.2333333333,0.1748539217
35,7,0,3.316666667,-0.6844444444,0.2333333333,0.1628253226
36,7,1,3.316666667,-0.3422222222,0.2333333333,0.1363300913
37,7,2,3.316666667,0,0.2333333333,0.1340728876
38,7,3,3.316666667,0.3422222222,0.2333333333,0.1510111508
39,7,4,3.316666667,0.6844444444,0.2333333333,0.1236479288
40,8,0,3.658888889,-0.6844444444,0.2333333333,0.1337483375
41,8,1,3.658888889,-0.3422222222,0.2333333333,0.1458158594
42,8,2,3.658888889,0,0.2333333333,0.1430094434
43,8,3,3.658888889,0.3422222222,0.2333333333,0.1479764125
44,8,4,3.658888889,0.6844444444,0.2333333333,0.1376460392
45,9,0,4.001111111,-0.6844444444,0.2333333333,0.1548213526
46,9,1,4.001111111,-0.3422222222,0.2333333333,0.1702142003
47,9,2,4.001111111,0,0.2333333333,0.1287517698
48,9,3,4.001111111,0.3422222222,0.2333333333,0.150965506
49,9,4,4.001111111,0.6844444444,0.2333333333,0.1295593392
