idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9055555556,-0.7777777778,0.1666666667,0.1534951676
1,0,1,0.9055555556,-0.4666666667,0.1666666667,0.4188691054
2,0,2,0.9055555556,-0.1555555556,0.1666666667,0.18720919
3,0,3,0.9055555556,0.1555555556,0.1666666667,0.18720919
4,0,4,0.9055555556,0.4666666667,0.1666666667,0.4177904346
5,0,5,0.9055555556,0.7777777778,0.1666666667,0.1515978559
6,1,0,1.216666667,-0.7777777778,0.1666666667,0.151471229
7,1,1,1.216666667,-0.4666666667,0.1666666667,0.136910823
8,1,2,1.216666667,-0.1555555556,0.1666666667,0.1385752529
9,1,3,1.216666667,0.1555555556,0.1666666667,0.1385752529
10,1,4,1.216666667,0.4666666667,0.1666666667,0.4051136456
11,1,5,1.216666667,0.7777777778,0.1666666667,0.3733919672
12,2,0,1.527777778,-0.7777777778,0.1666666667,0.1538935214
13,2,1,1.527777778,-0.4666666667,0.1666666667,0.3659409787
14,2,2,1.527777778,-0.1555555556,0.1666666667,0.1564588013
15,2,3,1.527777778,0.1555555556,0.1666666667,0.1564588013
16,2,4,1.527777778,0.4666666667,0.1666666667,0.3908970459
17,2,5,1.527777778,0.7777777778,0.1666666667,0.3785266768
18,3,0,1.838888889,-0.7777777778,0.1666666667,0.3894421895
19,3,1,1.838888889,-0.4666666667,0.1666666667,0.3713512732
20,3,2,1.838888889,-0.1555555556,0.1666666667,0.1506234693
21,3,3,1.838888889,0.1555555556,0.1666666667,0.1506234693
22,3,4,1.838888889,0.4666666667,0.1666666667,0.1194220947
23,3,5,1.838888889,0.7777777778,0.1666666667,0.3886751053
24,4,0,2.15,-0.7777777778,0.1666666667,0.3354212703
25,4,1,2.15,-0.4666666667,0.1666666667,0.3679908201
26,4,2,2.15,-0.1555555556,0.1666666667,0.1177592959
27,4,3,2.15,0.1555555556,0.1666666667,0.1177592959
28,4,4,2.15,0.4666666667,0.1666666667,0.1003160904
29,4,5,2.15,0.7777777778,0.1666666667,0.3476667441
30,5,0,2.461111111,-0.7777777778,0.1666666667,0.09612419724
31,5,1,2.461111111,-0.4666666667,0.1666666667,0.3304574539
32,5,2,2.461111111,-0.1555555556,0.1666666667,0.1026391903
33,5,3,2.461111111,0.1555555556,0.1666666667,0.1026391903
34,5,4,2.461111111,0.4666666667,0.1666666667,0.3289691899
35,5,5,2.461111111,0.7777777778,0.1666666667,0.3212358079
36,6,0,2.772222222,-0.7777777778,0.1666666667,0.3461405351
37,6,1,2.772222222,-0.4666666667,0.1666666667,0.1388240889
38,6,2,2.772222222,-0.1555555556,0.1666666667,0.1073060924
39,6,3,2.772222222,0.1555555556,0.1666666667,0.1073060924
40,6,4,2.772222222,0.4666666667,0.1666666667,0.3308586839
41,6,5,2.772222222,0.7777777778,0.1666666667,0.3388484628
42,7,0,3.083333333,-0.7777777778,0.1666666667,0.3303672027
43,7,1,3.083333333,-0.4666666667,0.1666666667,0.1395250322
44,7,2,3.083333333,-0.1555555556,0.1666666667,0.1159928402
45,7,3,3.083333333,0.1555555556,0.1666666667,0.1159928402
46,7,4,3.083333333,0.4666666667,0.1666666667,0.3375477178
47,7,5,3.083333333,0.7777777778,0.1666666667,0.32984833
48,8,0,3.394444444,-0.7777777778,0.1666666667,0.3367064873
49,8,1,3.394444444,-0.4666666667,0.1666666667,0.1169962744
50,8,2,3.394444444,-0.1555555556,0.1666666667,0.1181440841
51,8,3,3.394444444,0.1555555556,0.1666666667,0.1181440841
52,8,4,3.394444444,0.4666666667,0.1666666667,0.3930071464
53,8,5,3.394444444,0.7777777778,0.1666666667,0.3335929555
54,9,0,3.705555556,-0.7777777778,0.1666666667,0.1842409043
55,9,1,3.705555556,-0.4666666667,0.1666666667,0.3886528978
56,9,2,3.705555556,-0.1555555556,0.1666666667,0.1585851005
57,9,3,3.705555556,0.1555555556,0.1666666667,0.1585851005
58,9,4,3.705555556,0.4666666667,0.1666666667,0.3904298659
59,9,5,3.705555556,0.7777777778,0.1666666667,0.3954359488
60,10,0,4.016666667,-0.7777777778,0.1666666667,0.3725303973
61,10,1,4.016666667,-0.4666666667,0.1666666667,0.3796346071
62,10,2,4.016666667,-0.1555555556,0.1666666667,0.1635967581
63,10,3,4.016666667,0.1555555556,0.1666666667,0.1635967581
64,10,4,4.016666667,0.4666666667,0.1666666667,0.3962510167
65,10,5,4.016666667,0.7777777778,0.1666666667,0.3931645571
