idx,ix,iy,cx,cy,size,top_z
0,0,0,0.958547296,-0.3522830159,0.2906116794,0.1330906046
1,1,0,1.249185076,0.07465376139,0.298041108,0.1178440855
2,2,0,1.55112252,-0.2526903915,0.2924560869,0.1160014065
3,3,0,1.940170475,0.08644936543,0.2779836713,0.1178757615
4,4,0,2.255552884,-0.2960958168,0.3022710447,0.1120893666
5,5,0,2.593103444,-0.02445429162,0.2790515868,0.1246656327
6,6,0,2.964143991,-0.3803955964,0.2748865014,0.1307308991
7,7,0,3.297196875,0.006923516559,0.2984022811,0.1193395479
8,8,0,3.586321552,-0.3687099331,0.2776190428,0.1319549733
9,9,0,3.960666957,-0.01484026873,0.3021135314,0.1646440935
10,0,1,1.071490824,0.3888773131,0.2889010778,0.1239329372
11,1,1,1.563507787,0.232288454,0.2852716985,0.1163984592
12,2,1,1.988223756,0.3958032414,0.2949953265,0.1157830919
13,3,1,2.415220405,0.3052193589,0.3008658104,0.1171590444
14,4,1,2.824873794,0.4531942187,0.2777260245,0.1366513061
15,5,1,3.294159101,0.367810385,0.2896929103,0.1192293193
16,6,1,3.637415492,0.03590693837,0.290986457,0.1367971798
17,7,1,3.932420331,0.3844243012,0.3009539602,0.1632651654
18,-1,2,0.8860697359,0.1423723367,0.1444444444,0.3253826718
19,-1,2,1.680925838,-0.0215368398,0.1444444444,0.4854797426
20,-1,2,2.176069736,0.1423723367,0.1444444444,0.3280638359
21,-1,2,2.245778652,-0.05668402606,0.1444444444,0.3133531692
22,-1,2,2.561840979,-0.2479618541,0.1444444444,0.5018328307
23,-1,2,2.654252814,0.2260146841,0.1444444444,0.4996148784
24,-1,2,2.815774962,-0.1418958369,0.1444444444,0.4901362876
25,-1,2,3.046069736,0.1423723367,0.1444444444,0.3293340832
26,-1,2,3.055774962,-0.1418958369,0.1444444444,0.3233123114
27,-1,2,3.360925838,-0.2315368398,0.1444444444,0.510753174
28,-1,2,4.080925838,-0.2615368398,0.1444444444,0.3628960267
29,-1,3,3.696642209,0.7120612633,0.234323824,0.1344650062
30,-1,3,3.986701849,-0.8625613941,0.2434804265,0.1455198027
31,-1,3,2.95439573,-0.6807294636,0.2583819794,0.1254521829
32,-1,3,1.979723086,-0.7861040624,0.2359009066,0.09695913291
33,-1,3,2.759148757,0.779402662,0.2823235518,0.1337473337
34,-1,3,1.448199586,0.6296477948,0.2451810941,0.1193561256
35,-1,3,1.357848927,-0.5905012845,0.2364456474,0.1307065709
36,-1,3,2.027968453,0.7894029252,0.2598273531,0.121313445
