idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9686577734,0.04170198595,0.2728114559,0.1626291047
1,1,0,1.358890524,-0.2726721558,0.2689976959,0.1996855073
2,2,0,1.703132789,-0.006896998408,0.2702040169,0.1817128907
3,3,0,2.01132482,-0.2879854897,0.2676371513,0.1646840386
4,4,0,2.396414847,0.03544165747,0.2704744625,0.175373664
5,5,0,2.68849731,-0.2920529032,0.2593760404,0.1697758745
6,6,0,3.088297529,0.0137683233,0.2675074494,0.1339758837
7,7,0,3.46804325,-0.2932355208,0.2719294896,0.1071030527
8,8,0,3.898925593,-0.02262629434,0.2604755432,0.134767025
9,0,1,1.076959804,0.3470535823,0.2693702502,0.1688843485
10,1,1,1.397098444,0.03687797285,0.2686775231,0.204034849
11,2,1,1.787669169,0.3645974524,0.2609811516,0.1722471352
12,3,1,2.111486747,0.001735581241,0.2483487942,0.1617537663
13,4,1,2.467586141,0.3265611415,0.2649232962,0.179632887
14,5,1,2.767678452,0.03376314648,0.2677960892,0.1648204466
15,6,1,3.133654783,0.3371134297,0.262269376,0.1290855868
16,7,1,3.458321903,0.02243042832,0.27108012,0.1076408818
17,8,1,3.87105305,0.3090020677,0.269722861,0.1321949996
18,-1,2,0.9609258379,-0.1715368398,0.1305555556,0.4013625354
19,-1,2,1.137286228,-0.2051764501,0.1305555556,0.55
20,-1,2,1.580627776,-0.2267486506,0.1305555556,0.3867087449
21,-1,2,2.02576039,0.2048014807,0.1305555556,0.3897734135
22,-1,2,2.224565448,-0.2051764501,0.1305555556,0.5278126321
23,-1,2,2.400925838,-0.2015368398,0.1305555556,0.5498010789
24,-1,2,3.120925838,-0.2015368398,0.1305555556,0.5256595411
25,-1,2,3.392135753,0.2484383539,0.1305555556,0.3527877354
26,-1,2,3.685774962,-0.1418958369,0.1305555556,0.4974475962
27,-1,2,3.684547186,0.05630905666,0.1305555556,0.3241439659
28,-1,2,3.840925838,-0.2315368398,0.1305555556,0.4904370907
29,-1,2,4.126069736,0.1423723367,0.1305555556,0.4937353901
30,-1,2,4.110925838,-0.1415368398,0.1305555556,0.3334265737
31,-1,3,2.820907161,0.5920887186,0.2139954747,0.1619482185
32,-1,3,2.872489977,-0.866777172,0.2161894187,0.1369487643
33,-1,3,1.965469888,0.8703017625,0.229082346,0.1691054445
34,-1,3,3.450708452,0.6372910977,0.2195684214,0.1306379646
35,-1,3,1.012437837,0.8198818648,0.2352053122,0.1275366403
36,-1,3,4.068382356,-0.6292151005,0.2580717777,0.1270069041
37,-1,3,4.086497766,0.6789528763,0.2445554062,0.1483981084
38,-1,3,2.242563395,-0.6563308011,0.2506095789,0.150851304
39,-1,3,0.8715268671,-0.5633175082,0.2348861593,0.1928074667
40,-1,3,3.43036196,-0.6130129545,0.2234791713,0.09485096219
41,-1,3,1.528890161,-0.7138005118,0.2138377966,0.2022392957
42,-1,3,1.396909537,0.3369966743,0.2602751553,0.2151073629
