idx,ix,iy,cx,cy,size,top_z
0,0,0,1.034641172,-0.03772978958,0.3194564688,0.1737871369
1,1,0,1.277679566,-0.2716908183,0.3217243932,0.1755344363
2,2,0,1.515829189,-0.03389438244,0.3217850189,0.17849783
3,3,0,1.751879734,-0.2737252678,0.3113002841,0.2020422737
4,4,0,1.941679836,-0.02438332504,0.3318536588,0.2067406248
5,5,0,2.166775297,-0.2459318826,0.3080692777,0.2083445556
6,6,0,2.39397032,-0.01746448446,0.3282701832,0.2320849231
7,7,0,2.577266717,-0.2652892272,0.3173798459,0.2420447992
8,8,0,2.79835488,-0.01465503272,0.3228372938,0.2388414464
9,9,0,3.043855936,-0.2453283877,0.3125770101,0.2260723302
10,10,0,3.286567792,-0.03359481893,0.3307270217,0.2239033897
11,11,0,3.508618847,-0.254753626,0.311072625,0.2431756905
12,12,0,3.711529423,-0.02398516922,0.3069973924,0.229854217
13,13,0,3.923903912,-0.2618972197,0.3045804931,0.2114398447
14,0,1,0.9912616117,0.2601754863,0.3059215417,0.1701619567
15,1,1,1.189282138,0.01158262591,0.3054348523,0.1773825197
16,2,1,1.418279952,0.2477320982,0.3151772814,0.1725949702
17,3,1,1.599912005,0.0263610551,0.3332212671,0.1868845216
18,4,1,1.7988917,0.2721905482,0.3237546356,0.2067313989
19,5,1,2.010228343,0.0147741883,0.3216945715,0.2066916037
20,6,1,2.23541433,0.2622289084,0.309461067,0.2155168776
21,7,1,2.474810592,0.03127921849,0.310054706,0.2405321934
22,8,1,2.677990303,0.2706248025,0.3139899472,0.2405854122
23,9,1,2.878511862,0.03727933072,0.3087951898,0.2363251644
24,10,1,3.087163165,0.2737637439,0.3287566974,0.2233868887
25,11,1,3.269571347,0.02043902724,0.3076758947,0.2224282308
26,12,1,3.47672996,0.2447402647,0.3263877441,0.2404079837
27,13,1,3.708757631,0.03515750879,0.3348258976,0.2301444392
28,14,1,3.889402343,0.271157868,0.3295167177,0.2112299265
29,-1,2,4.175489637,0.171776545,0.14,0.4248000665
30,-1,2,4.175774962,-0.1418958369,0.14,0.55
31,-1,3,2.066825483,-0.7877695325,0.2977933524,0.1995649744
32,-1,3,1.987744488,0.701342823,0.315583581,0.2007156547
33,-1,3,3.547320758,0.6521743574,0.2821563423,0.2459322666
34,-1,3,3.11412925,-0.8109701193,0.2781458762,0.2389974568
35,-1,3,1.428218161,-0.6026964736,0.2785074506,0.1904350506
36,-1,3,3.704191021,-0.8175116995,0.3136902359,0.2322175107
37,-1,3,2.601353097,0.8219982087,0.3010682504,0.2636166353
38,-1,3,4.085948024,0.7802302582,0.2856693166,0.2122862251
39,-1,3,1.077952878,0.5839235333,0.2589200966,0.180844557
40,-1,3,2.592533527,-0.6525864883,0.2896638879,0.2457577644
