idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9261858523,-0.2449409901,0.3492694613,0.1700247341
1,1,0,1.177395571,-0.04648082139,0.3514953837,0.1973797476
2,2,0,1.363464527,-0.25191542,0.3679709686,0.2156507451
3,3,0,1.623488631,-0.06023330148,0.3510452289,0.2069457739
4,4,0,1.808306567,-0.2568389426,0.3358928937,0.1894513276
5,5,0,2.021085214,-0.0460803217,0.3519746334,0.1896453846
6,6,0,2.230183299,-0.2527982061,0.3405041978,0.1854580379
7,7,0,2.430971334,-0.02619280915,0.3618666157,0.1746780356
8,8,0,2.648406687,-0.2270441846,0.3689733262,0.1684697214
9,9,0,2.829752435,-0.03016182724,0.3500699081,0.1654120684
10,10,0,3.017081669,-0.234193596,0.3564093152,0.1591478616
11,11,0,3.27658843,-0.03338670244,0.3613258228,0.1523423397
12,12,0,3.536577087,-0.2221517394,0.3379967011,0.1512515821
13,13,0,3.737668792,-0.03292447626,0.3599441222,0.131928153
14,14,0,3.966948824,-0.229520445,0.3676230828,0.1126862606
15,0,1,0.98347417,0.2478485982,0.3605959845,0.1765359455
16,1,1,1.191093958,0.03349294754,0.3429246069,0.1987248574
17,2,1,1.444548836,0.2372325269,0.3494622378,0.2236127998
18,3,1,1.631688175,0.05743620436,0.3657227166,0.2061327463
19,4,1,1.880585022,0.2537981712,0.3633379143,0.1895172465
20,5,1,2.118670742,0.03923353157,0.362195052,0.1897343839
21,6,1,2.33022648,0.2468057519,0.3433169496,0.1800868727
22,7,1,2.53314715,0.02550213492,0.3496595084,0.1704131012
23,8,1,2.729621186,0.2388806061,0.362068728,0.1671003717
24,9,1,2.970983018,0.02593663671,0.3524360183,0.1607819952
25,10,1,3.171730253,0.2437140748,0.3479980093,0.1536657827
26,11,1,3.358863144,0.05327397189,0.3434037111,0.151997164
27,12,1,3.547220977,0.2315696739,0.352592347,0.1512069266
28,13,1,3.812656413,0.05299227736,0.3400103895,0.1242295096
29,14,1,4.065763775,0.2429595292,0.3518810871,0.1088840335
30,-1,3,2.868473995,-0.7860277501,0.3329385548,0.1705344946
31,-1,3,2.22369924,0.7162037831,0.2900794236,0.1967771594
32,-1,3,3.569268722,0.6056817429,0.3437624267,0.1404479438
33,-1,3,1.092336285,-0.6513045607,0.3357286146,0.2057786062
34,-1,3,1.416258645,0.6182937437,0.3430223622,0.2384977006
35,-1,3,1.667520581,-0.7713622371,0.3200114011,0.2174984025
36,-1,3,2.904794873,0.6857520543,0.3274838185,0.1709565759
37,-1,3,3.563639261,-0.6400498262,0.337689437,0.1490796807
38,-1,3,2.236182772,-0.7193274563,0.3479729587,0.1957198444
39,-1,3,4.071550543,0.7719093977,0.3250625643,0.1251754028
