idx,ix,iy,cx,cy,size,top_z
0,0,0,1.035847457,-0.3206004376,0.3882604399,0.1682090405
1,1,0,1.433954831,-0.009482948018,0.3585122506,0.1497795019
2,2,0,1.820517327,-0.3363535952,0.3657240747,0.1367639143
3,3,0,2.20450821,-0.01211946833,0.3580897671,0.1035179942
4,4,0,2.63238604,-0.3045837391,0.3772731763,0.1167769681
5,5,0,3.065422283,-0.02163464787,0.3660529388,0.1339154538
6,6,0,3.49217529,-0.3173721104,0.3557593799,0.1102382515
7,7,0,3.912505431,-0.01867026893,0.3579086305,0.1062650016
8,0,1,1.027324776,0.2602170734,0.3768176305,0.1676661291
9,1,1,1.469174826,0.3789325642,0.3671518181,0.1481628152
10,2,1,1.913980262,0.4186361465,0.3598237038,0.1268759942
11,3,1,2.383993307,0.4330300696,0.3670583023,0.108825114
12,4,1,2.879023123,0.3857155489,0.371967878,0.1255172926
13,5,1,3.336709338,0.4432678238,0.385688648,0.1260631523
14,6,1,3.815693296,0.3739149669,0.3847728113,0.1051612319
15,-1,3,2.495978486,-0.700296723,0.3211368861,0.09196500188
16,-1,3,1.850386847,-0.728856505,0.3545707343,0.1481734015
17,-1,3,3.497390458,-0.7691080016,0.3106975668,0.112073171
18,-1,3,1.658920054,0.8414733895,0.3130965182,0.145255713
19,-1,3,1.174615992,-0.7248837073,0.3607699958,0.1798283539
20,-1,3,3.898652085,-0.4331269007,0.3197615863,0.1098318162
21,-1,3,0.9390800562,0.8065603741,0.3238494821,0.1656016862
22,-1,3,2.764801908,0.8180350744,0.3198201905,0.1042017935
23,-1,3,3.975228839,0.7685430531,0.35692404,0.1067612235
