idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9444444444,-0.7777777778,0.3333333333,0.1432573858
1,0,1,0.9444444444,-0.3888888889,0.3333333333,0.1470827816
2,0,2,0.9444444444,0,0.3333333333,0.1571331829
3,0,3,0.9444444444,0.3888888889,0.3333333333,0.141046695
4,0,4,0.9444444444,0.7777777778,0.3333333333,0.1575098868
5,1,0,1.333333333,-0.7777777778,0.3333333333,0.1410244091
6,1,1,1.333333333,-0.3888888889,0.3333333333,0.1605879881
7,1,2,1.333333333,0,0.3333333333,0.14930336
8,1,3,1.333333333,0.3888888889,0.3333333333,0.1605946908
9,1,4,1.333333333,0.7777777778,0.3333333333,0.1523299004
10,2,0,1.722222222,-0.7777777778,0.3333333333,0.1553169684
11,2,1,1.722222222,-0.3888888889,0.3333333333,0.1397597287
12,2,2,1.722222222,0,0.3333333333,0.1451734881
13,2,3,1.722222222,0.3888888889,0.3333333333,0.1415599236
14,2,4,1.722222222,0.7777777778,0.3333333333,0.1454697822
15,3,0,2.111111111,-0.7777777778,0.3333333333,0.1415272826
16,3,1,2.111111111,-0.3888888889,0.3333333333,0.1459551818
17,3,2,2.111111111,0,0.3333333333,0.1480947332
18,3,3,2.111111111,0.3888888889,0.3333333333,0.1403143888
19,3,4,2.111111111,0.7777777778,0.3333333333,0.1542771582
20,4,0,2.5,-0.7777777778,0.3333333333,0.1514800323
21,4,1,2.5,-0.3888888889,0.3333333333,0.1447864331
22,4,2,2.5,0,0.3333333333,0.1505166234
23,4,3,2.5,0.3888888889,0.3333333333,0.1409764558
24,4,4,2.5,0.7777777778,0.3333333333,0.1516876999
25,5,0,2.888888889,-0.7777777778,0.3333333333,0.1595399155
26,5,1,2.888888889,-0.3888888889,0.3333333333,0.1459681989
27,5,2,2.888888889,0,0.3333333333,0.1537202307
28,5,3,2.888888889,0.3888888889,0.3333333333,0.1418177303
29,5,4,2.888888889,0.7777777778,0.3333333333,0.1548072712
30,6,0,3.277777778,-0.7777777778,0.3333333333,0.1453201354
31,6,1,3.277777778,-0.3888888889,0.3333333333,0.142959808
32,6,2,3.277777778,0,0.3333333333,0.1519225097
33,6,3,3.277777778,0.3888888889,0.3333333333,0.1393357232
34,6,4,3.277777778,0.7777777778,0.3333333333,0.1573097784
35,7,0,3.666666667,-0.7777777778,0.3333333333,0.1389932328
36,7,1,3.666666667,-0.3888888889,0.3333333333,0.1539514786
37,7,2,3.666666667,0,0.3333333333,0.1448890661
38,7,3,3.666666667,0.3888888889,0.3333333333,0.1552265338
39,7,4,3.666666667,0.7777777778,0.3333333333,0.1602708566
