cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
0,HR,-0.06558129846,-0.1634529956,0.1494835884,0.15,-1,-1,-0.1842250377,-0.1418958369,1,0
0,FR,0.3605504287,-0.139393102,0.1523133747,0.15,-1,-1,0.2409258379,-0.1415368398,1,0
0,HL,-0.123878078,0.1008591731,0.152415582,0.15,-1,-1,-0.07393026405,0.1423723367,1,0
0,FL,0.3153540978,0.1266153571,0.1495229646,0.15,-1,-1,0.4094,0.1411618704,1,0
1,HR,0.2324184473,-0.1432308795,0.1499993859,0.15,-1,-1,0.08257393914,-0.1420643258,1,0
1,FR,0.6192184367,-0.1432398902,0.1499539781,0.15,-1,-1,0.5292988315,-0.1424129298,1,0
1,HL,0.2324250632,0.1407691204,0.1499993652,0.15,-1,-1,0.2024250381,0.1410401925,1,0
1,FL,0.6192250522,0.1407601097,0.1499537158,0.15,-1,-1,0.6492345971,0.1404793635,1,0
2,HR,0.4715560602,-0.1395240928,0.1502349276,0.15,-1,-1,0.3224388158,-0.1419286834,1,0
2,FR,0.8581566358,-0.1418936041,0.1479379712,0.1507603772,1,-1,0.7692347687,-0.1416065189,1,0
2,HL,0.4732755988,0.1444565759,0.1497628806,0.15,-1,-1,0.4424043156,0.1429673827,1,0
2,FL,0.860194765,0.1420863674,0.1427168868,0.14465322,2,2,0.8891929792,0.1435703996,1,0
3,HR,0.707699601,-0.1438942148,0.1402235064,0.15,-1,-1,0.5623443182,-0.1419942008,1,0
3,FR,1.090250766,-0.1441915331,0.135292472,0.1507603772,1,1,1.008560167,-0.1425595853,1,0
3,HL,0.7077637723,0.1399207562,0.1399589875,0.15,-1,-1,0.6805074767,0.1403320207,1,0
3,FL,1.088445678,0.1400946937,0.1318562566,0.14465322,2,2,1.125889584,0.1392060124,1,0
4,HR,0.9472233731,-0.1422913706,0.1501581726,0.1507603772,1,1,0.7981377657,-0.1421666962,1,0
4,FR,1.333980436,-0.1445754189,0.1515326573,0.1512992666,5,5,1.244765763,-0.1425979721,1,0
4,HL,0.9488703875,0.141699853,0.1448562143,0.14465322,2,2,0.9180062562,0.1408588295,1,0
4,FL,1.33562542,0.1394162432,0.1542722701,0.1549305342,6,6,1.364826687,0.1402215598,1,0
5,HR,1.190341561,-0.1466353648,0.1140028884,0.1512992666,5,1,1.038454863,-0.142209596,1,0
5,FR,1.580481196,-0.1468063224,0.106248787,0.149300355,9,5,1.485751709,-0.1434896937,1,0
5,HL,1.189667996,0.1373741709,0.1150995929,0.1549305342,6,6,1.159097316,0.1383212595,1,0
5,FL,1.57986259,0.1373873186,0.107625907,0.1521959022,10,10,1.606079433,0.135899856,1,0
6,HR,1.426246794,-0.1416268831,0.1504871142,0.1512992666,5,5,1.279279471,-0.1423572394,1,0
6,FR,1.81296299,-0.1499747154,0.1491610844,0.149300355,9,9,1.726080273,-0.1434828685,1,0
6,HL,1.432406905,0.1422925113,0.1536608649,0.1549305342,6,6,1.399280577,0.13896271,1,0
6,FL,1.819106171,0.1339447655,0.1518255199,0.1521959022,10,10,1.846080689,0.1373380272,1,0
7,HR,1.668995775,-0.1426285374,0.1480841512,0.149300355,9,5,1.519311657,-0.1419932759,1,0
7,FR,2.055511062,-0.1427395552,0.1490594697,0.1518959763,13,13,1.96604721,-0.1421652519,1,0
7,HL,1.668928174,0.1413604691,0.1503606527,0.1521959022,10,10,1.639059592,0.141489284,1,0
7,FL,2.056111779,0.1412682475,0.1448617837,0.1467820285,14,14,2.085712765,0.1411260192,1,0
8,HR,1.910569474,-0.1463300157,0.1364576786,0.149300355,9,9,1.758946805,-0.1421312264,1,0
8,FR,2.298357519,-0.1414132383,0.1391660922,0.1518959763,13,13,2.205894158,-0.142660193,1,0
8,HL,1.908032855,0.1376469187,0.1390832083,0.1521959022,10,10,1.87921585,0.1405445318,1,0
8,FL,2.293763062,0.1425637332,0.1369224585,0.1467820285,14,14,2.32607487,0.1396595344,1,0
9,HR,2.148946635,-0.1435855984,0.1513951137,0.1518959763,13,13,1.999158982,-0.1422159894,1,0
9,FR,2.535751239,-0.1440317534,0.1485867437,0.1484856752,17,17,2.445888263,-0.1427902787,1,0
