idx,ix,iy,cx,cy,size,top_z
0,0,0,1.034418045,-0.003992561938,0.2152519372,0.167182031
1,1,0,1.231269654,-0.2695128198,0.2132564691,0.1623829893
2,2,0,1.489254267,-0.001718928033,0.2171274429,0.150744616
3,3,0,1.715842619,-0.283628278,0.2203856953,0.1678287948
4,4,0,1.94381387,0.01034786621,0.2206216773,0.1840913234
5,5,0,2.151130149,-0.2935091814,0.2205884663,0.1983645648
6,6,0,2.367079995,0.002036895692,0.2086683877,0.2088408141
7,7,0,2.591436627,-0.2622063525,0.2228001493,0.2162371835
8,8,0,2.838260554,0.001200094442,0.2151070489,0.2187964793
9,9,0,3.030481634,-0.288230087,0.2168828228,0.2341463254
10,10,0,3.230497258,-0.004661930592,0.207935145,0.2470279396
11,11,0,3.449274998,-0.3036199498,0.223149119,0.2368306761
12,12,0,3.653730415,0.001833884872,0.213171564,0.2368028682
13,13,0,3.840137641,-0.3117398724,0.2123737684,0.2451896317
14,14,0,4.022393874,0.001664119363,0.2170600973,0.2352397618
15,0,1,1.012582083,0.01158363061,0.2220990147,0.1658628946
16,1,1,1.251735359,0.2717635118,0.2147984393,0.16101711
17,2,1,1.455184372,-0.01281641558,0.2172142094,0.1481758336
18,3,1,1.664737635,0.2895846759,0.2155772229,0.1639756104
19,4,1,1.850316898,-0.01187226246,0.2060506879,0.1776438541
20,5,1,2.064155302,0.2884553268,0.2049601661,0.1923899633
21,6,1,2.258838126,0.02010265818,0.2148950567,0.2035897393
22,7,1,2.469042714,0.2860223823,0.2064518844,0.2137872722
23,8,1,2.699706288,0.02054297116,0.2187663217,0.2173598222
24,9,1,2.893656667,0.2785039238,0.2110696112,0.2226017318
25,10,1,3.083166672,-0.01972054761,0.2154283604,0.2385916205
26,11,1,3.280212872,0.2908221461,0.2210667287,0.2447106873
27,12,1,3.466815209,-0.02883058337,0.2206040917,0.2360131242
28,13,1,3.662278296,0.2850105939,0.2161816927,0.2371874512
29,14,1,3.881644449,0.02134254934,0.2063488843,0.2470570904
30,15,1,4.108611736,0.2906741511,0.2243878664,0.226333536
31,-1,2,0.8040592335,-0.1136115657,0.09699885602,0.363551293
32,-1,2,4.193967228,0.1182008645,0.09699885602,0.02789842424
33,-1,2,4.164059234,-0.1701801081,0.09699885602,0.55
34,-1,2,0.8860697359,0.1823723367,0.09699885602,0.526992036
35,-1,2,3.486069736,0.1423723367,0.09699885602,0.03200487616
36,-1,2,2.531131657,0.04877391715,0.09699885602,0.55
37,-1,2,1.425968542,0.1977304129,0.09699885602,0.3686978463
38,-1,2,1.072831458,0.1977304129,0.09699885602,0.3445802077
39,-1,2,2.8618646,-0.1725105115,0.09699885602,0.4319582945
40,-1,2,2.413348555,-0.1843222438,0.09699885602,0.4138294715
41,-1,2,3.840925838,-0.1415368398,0.09699885602,0.4466449891
42,-1,2,3.836780414,0.2130830148,0.09699885602,0.4245517696
43,-1,2,3.064547327,0.1500260053,0.09699885602,0.426534086
44,-1,2,1.661502508,0.1194113308,0.09699885602,0.55
45,-1,2,0.9456185006,-0.1784920211,0.09699885602,0.5205783097
46,-1,2,1.960467625,-0.1788510182,0.09699885602,0.4039032429
47,-1,2,3.268537885,-0.179805183,0.09699885602,0.55
48,-1,2,1.846069736,0.1823723367,0.09699885602,0.3929059213
49,-1,2,3.643352245,-0.1839632467,0.09699885602,0.02718413642
50,-1,2,1.680925838,-0.1015368398,0.09699885602,0.4065012101
51,-1,2,2.721216922,0.2272251504,0.09699885602,0.4304278411
52,-1,3,1.361636302,-0.8668997242,0.1959678237,0.1905281159
53,-1,3,2.324837583,0.8841971092,0.191670277,0.1753304753
54,-1,3,3.255059753,0.8357816093,0.1918084505,0.2472918206
55,-1,3,2.553125424,-0.7144740787,0.2032733911,0.2305915854
56,-1,3,3.305076742,-0.7263963813,0.1908662349,0.2643981899
57,-1,3,1.66638261,0.70801033,0.2047387429,0.1374756206
58,-1,3,4.088706949,-0.5075964379,0.1925323018,0.2059049454
59,-1,3,0.8854922648,0.5121170275,0.1783062571,0.139478913
60,-1,3,3.988528329,0.5789839305,0.2002414475,0.2128987206
61,-1,3,1.886558833,-0.5104898868,0.1821860352,0.2077021964
