idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9133333333,-0.8166666667,0.2,0.3796677728
1,0,1,0.9133333333,-0.49,0.2,0.3814349047
2,0,2,0.9133333333,-0.1633333333,0.2,0.102234012
3,0,3,0.9133333333,0.1633333333,0.2,0.102234012
4,0,4,0.9133333333,0.49,0.2,0.1333754325
5,0,5,0.9133333333,0.8166666667,0.2,0.1411362697
6,1,0,1.24,-0.8166666667,0.2,0.1197507935
7,1,1,1.24,-0.49,0.2,0.1032250904
8,1,2,1.24,-0.1633333333,0.2,0.1227556743
9,1,3,1.24,0.1633333333,0.2,0.1227556743
10,1,4,1.24,0.49,0.2,0.3562821837
11,1,5,1.24,0.8166666667,0.2,0.3272729303
12,2,0,1.566666667,-0.8166666667,0.2,0.3719838145
13,2,1,1.566666667,-0.49,0.2,0.1601998158
14,2,2,1.566666667,-0.1633333333,0.2,0.1440990557
15,2,3,1.566666667,0.1633333333,0.2,0.1440990557
16,2,4,1.566666667,0.49,0.2,0.1305716885
17,2,5,1.566666667,0.8166666667,0.2,0.3589830618
18,3,0,1.893333333,-0.8166666667,0.2,0.1532512252
19,3,1,1.893333333,-0.49,0.2,0.3771332783
20,3,2,1.893333333,-0.1633333333,0.2,0.1556831462
21,3,3,1.893333333,0.1633333333,0.2,0.1556831462
22,3,4,1.893333333,0.49,0.2,0.126610813
23,3,5,1.893333333,0.8166666667,0.2,0.3673485379
24,4,0,2.22,-0.8166666667,0.2,0.1032371604
25,4,1,2.22,-0.49,0.2,0.3749051018
26,4,2,2.22,-0.1633333333,0.2,0.1195811582
27,4,3,2.22,0.1633333333,0.2,0.1195811582
28,4,4,2.22,0.49,0.2,0.378863521
29,4,5,2.22,0.8166666667,0.2,0.1279394736
30,5,0,2.546666667,-0.8166666667,0.2,0.3754527663
31,5,1,2.546666667,-0.49,0.2,0.4153446266
32,5,2,2.546666667,-0.1633333333,0.2,0.1444252386
33,5,3,2.546666667,0.1633333333,0.2,0.1444252386
34,5,4,2.546666667,0.49,0.2,0.405361014
35,5,5,2.546666667,0.8166666667,0.2,0.121502566
36,6,0,2.873333333,-0.8166666667,0.2,0.4219462987
37,6,1,2.873333333,-0.49,0.2,0.4279775118
38,6,2,2.873333333,-0.1633333333,0.2,0.1895157948
39,6,3,2.873333333,0.1633333333,0.2,0.1895157948
40,6,4,2.873333333,0.49,0.2,0.4307443815
41,6,5,2.873333333,0.8166666667,0.2,0.4050070994
42,7,0,3.2,-0.8166666667,0.2,0.4330437631
43,7,1,3.2,-0.49,0.2,0.4262639321
44,7,2,3.2,-0.1633333333,0.2,0.2016891689
45,7,3,3.2,0.1633333333,0.2,0.2016891689
46,7,4,3.2,0.49,0.2,0.2064241682
47,7,5,3.2,0.8166666667,0.2,0.4145768993
48,8,0,3.526666667,-0.8166666667,0.2,0.4416823304
49,8,1,3.526666667,-0.49,0.2,0.248248409
50,8,2,3.526666667,-0.1633333333,0.2,0.2196841409
51,8,3,3.526666667,0.1633333333,0.2,0.2196841409
52,8,4,3.526666667,0.49,0.2,0.2162086439
53,8,5,3.526666667,0.8166666667,0.2,0.4381229606
54,9,0,3.853333333,-0.8166666667,0.2,0.2494244654
55,9,1,3.853333333,-0.49,0.2,0.4739251286
56,9,2,3.853333333,-0.1633333333,0.2,0.2471429443
57,9,3,3.853333333,0.1633333333,0.2,0.2471429443
58,9,4,3.853333333,0.49,0.2,0.4519110271
59,9,5,3.853333333,0.8166666667,0.2,0.2486078293
