idx,ix,iy,cx,cy,size,top_z
0,0,0,0.8977777778,-0.7388888889,0.1333333333,0.1677441826
1,0,1,0.8977777778,-0.4433333333,0.1333333333,0.1346862579
2,0,2,0.8977777778,-0.1477777778,0.1333333333,0.1728247682
3,0,3,0.8977777778,0.1477777778,0.1333333333,0.162094316
4,0,4,0.8977777778,0.4433333333,0.1333333333,0.126890691
5,0,5,0.8977777778,0.7388888889,0.1333333333,0.1198256731
6,1,0,1.193333333,-0.7388888889,0.1333333333,0.1763459088
7,1,1,1.193333333,-0.4433333333,0.1333333333,0.1908148092
8,1,2,1.193333333,-0.1477777778,0.1333333333,0.1462790069
9,1,3,1.193333333,0.1477777778,0.1333333333,0.1580874814
10,1,4,1.193333333,0.4433333333,0.1333333333,0.1817975684
11,1,5,1.193333333,0.7388888889,0.1333333333,0.1461976403
12,2,0,1.488888889,-0.7388888889,0.1333333333,0.1901666202
13,2,1,1.488888889,-0.4433333333,0.1333333333,0.1567334366
14,2,2,1.488888889,-0.1477777778,0.1333333333,0.178512633
15,2,3,1.488888889,0.1477777778,0.1333333333,0.1863416639
16,2,4,1.488888889,0.4433333333,0.1333333333,0.1780465617
17,2,5,1.488888889,0.7388888889,0.1333333333,0.1197257301
18,3,0,1.784444444,-0.7388888889,0.1333333333,0.161457639
19,3,1,1.784444444,-0.4433333333,0.1333333333,0.1409719341
20,3,2,1.784444444,-0.1477777778,0.1333333333,0.1111300402
21,3,3,1.784444444,0.1477777778,0.1333333333,0.1432473113
22,3,4,1.784444444,0.4433333333,0.1333333333,0.1285496948
23,3,5,1.784444444,0.7388888889,0.1333333333,0.1810256274
24,4,0,2.08,-0.7388888889,0.1333333333,0.1085159668
25,4,1,2.08,-0.4433333333,0.1333333333,0.1907984642
26,4,2,2.08,-0.1477777778,0.1333333333,0.1371438976
27,4,3,2.08,0.1477777778,0.1333333333,0.1372628347
28,4,4,2.08,0.4433333333,0.1333333333,0.107006978
29,4,5,2.08,0.7388888889,0.1333333333,0.1220206511
30,5,0,2.375555556,-0.7388888889,0.1333333333,0.1412230667
31,5,1,2.375555556,-0.4433333333,0.1333333333,0.1881592371
32,5,2,2.375555556,-0.1477777778,0.1333333333,0.114410216
33,5,3,2.375555556,0.1477777778,0.1333333333,0.1895823585
34,5,4,2.375555556,0.4433333333,0.1333333333,0.1828434249
35,5,5,2.375555556,0.7388888889,0.1333333333,0.1459255464
36,6,0,2.671111111,-0.7388888889,0.1333333333,0.1345956339
37,6,1,2.671111111,-0.4433333333,0.1333333333,0.1262439226
38,6,2,2.671111111,-0.1477777778,0.1333333333,0.1601746406
39,6,3,2.671111111,0.1477777778,0.1333333333,0.1084955192
40,6,4,2.671111111,0.4433333333,0.1333333333,0.1069427613
41,6,5,2.671111111,0.7388888889,0.1333333333,0.1436707309
42,7,0,2.966666667,-0.7388888889,0.1333333333,0.1116065844
43,7,1,2.966666667,-0.4433333333,0.1333333333,0.1279503101
44,7,2,2.966666667,-0.1477777778,0.1333333333,0.1252143036
45,7,3,2.966666667,0.1477777778,0.1333333333,0.1280614394
46,7,4,2.966666667,0.4433333333,0.1333333333,0.1172049094
47,7,5,2.966666667,0.7388888889,0.1333333333,0.106625442
48,8,0,3.262222222,-0.7388888889,0.1333333333,0.1158208264
49,8,1,3.262222222,-0.4433333333,0.1333333333,0.1605315786
50,8,2,3.262222222,-0.1477777778,0.1333333333,0.1921561078
51,8,3,3.262222222,0.1477777778,0.1333333333,0.1935862224
52,8,4,3.262222222,0.4433333333,0.1333333333,0.1419159196
53,8,5,3.262222222,0.7388888889,0.1333333333,0.1200403934
54,9,0,3.557777778,-0.7388888889,0.1333333333,0.1623343784
55,9,1,3.557777778,-0.4433333333,0.1333333333,0.149138253
56,9,2,3.557777778,-0.1477777778,0.1333333333,0.1935030913
57,9,3,3.557777778,0.1477777778,0.1333333333,0.111360374
58,9,4,3.557777778,0.4433333333,0.1333333333,0.1751763945
59,9,5,3.557777778,0.7388888889,0.1333333333,0.1311909775
60,10,0,3.853333333,-0.7388888889,0.1333333333,0.1270149885
61,10,1,3.853333333,-0.4433333333,0.1333333333,0.1644448508
62,10,2,3.853333333,-0.1477777778,0.1333333333,0.1274278387
63,10,3,3.853333333,0.1477777778,0.1333333333,0.1647430327
64,10,4,3.853333333,0.4433333333,0.1333333333,0.1515385349
65,10,5,3.853333333,0.7388888889,0.1333333333,0.1432523545
