idx,ix,iy,cx,cy,size,top_z
0,0,0,0.9366666667,-0.7466666667,0.3,0.1618139339
1,0,1,0.9366666667,-0.3733333333,0.3,0.1492169778
2,0,2,0.9366666667,0,0.3,0.1992029204
3,0,3,0.9366666667,0.3733333333,0.3,0.1661398724
4,0,4,0.9366666667,0.7466666667,0.3,0.2033864788
5,1,0,1.31,-0.7466666667,0.3,0.3952000882
6,1,1,1.31,-0.3733333333,0.3,0.2273861132
7,1,2,1.31,0,0.3,0.1801976819
8,1,3,1.31,0.3733333333,0.3,0.1965361912
9,1,4,1.31,0.7466666667,0.3,0.1866771245
10,2,0,1.683333333,-0.7466666667,0.3,0.2284870022
11,2,1,1.683333333,-0.3733333333,0.3,0.1755033581
12,2,2,1.683333333,0,0.3,0.2261131675
13,2,3,1.683333333,0.3733333333,0.3,0.2054825201
14,2,4,1.683333333,0.7466666667,0.3,0.2217863927
15,3,0,2.056666667,-0.7466666667,0.3,0.2462945905
16,3,1,2.056666667,-0.3733333333,0.3,0.194974192
17,3,2,2.056666667,0,0.3,0.2291124761
18,3,3,2.056666667,0.3733333333,0.3,0.4297683101
19,3,4,2.056666667,0.7466666667,0.3,0.2249203933
20,4,0,2.43,-0.7466666667,0.3,0.2469859081
21,4,1,2.43,-0.3733333333,0.3,0.1964250883
22,4,2,2.43,0,0.3,0.2197422535
23,4,3,2.43,0.3733333333,0.3,0.1756555019
24,4,4,2.43,0.7466666667,0.3,0.4201601849
25,5,0,2.803333333,-0.7466666667,0.3,0.3741344891
26,5,1,2.803333333,-0.3733333333,0.3,0.1690062432
27,5,2,2.803333333,0,0.3,0.1713771075
28,5,3,2.803333333,0.3733333333,0.3,0.1749904418
29,5,4,2.803333333,0.7466666667,0.3,0.1766268638
30,6,0,3.176666667,-0.7466666667,0.3,0.1473387405
31,6,1,3.176666667,-0.3733333333,0.3,0.3736326488
32,6,2,3.176666667,0,0.3,0.1534354523
33,6,3,3.176666667,0.3733333333,0.3,0.3659322836
34,6,4,3.176666667,0.7466666667,0.3,0.1596659217
35,7,0,3.55,-0.7466666667,0.3,0.101363878
36,7,1,3.55,-0.3733333333,0.3,0.1358765376
37,7,2,3.55,0,0.3,0.1069740165
38,7,3,3.55,0.3733333333,0.3,0.1389039982
39,7,4,3.55,0.7466666667,0.3,0.1360146478
40,8,0,3.923333333,-0.7466666667,0.3,0.3171877011
41,8,1,3.923333333,-0.3733333333,0.3,0.08729707926
42,8,2,3.923333333,0,0.3,0.1093952651
43,8,3,3.923333333,0.3733333333,0.3,0.3118507436
44,8,4,3.923333333,0.7466666667,0.3,0.1122959627
